"","dep_delay","carrier","dep_time"
"1126",2,"WN",1357
"1127",7,"B6",1257
"1128",-12,"MQ",2028
"1129",-1,"DL",2059
"1130",4,"DL",1559
"1131",-4,"US",1656
"1132",5,"AA",1835
"1133",1,"WN",1731
"1134",-3,"DL",557
"1135",-7,"DL",1053
"1136",-7,"US",1553
"1137",-9,"UA",1838
"1138",1,"DL",1716
"1139",13,"AA",1723
"1140",-2,"AA",858
"1141",20,"DL",1930
"1142",NA,"WN",NA
"1143",8,"DL",2108
"1144",14,"UA",1214
"1145",-4,"US",626
"1146",-7,"US",553
"1147",6,"AA",831
"1148",-5,"B6",930
"1149",2,"DL",1501
"1150",32,"B6",1002
"1151",0,"WN",610
"1152",-3,"UA",957
"1153",12,"9E",1632
"1154",41,"UA",1241
"1155",-5,"MQ",830
"1156",12,"UA",1311
"1157",89,"EV",734
"1158",18,"UA",924
"1159",1,"FL",1431
"1160",-4,"VX",1051
"1161",-5,"B6",725
"1162",3,"DL",1648
"1163",-6,"AA",649
"1164",0,"UA",530
"1165",15,"9E",1830
"1166",-3,"EV",1727
"1167",-5,"B6",900
"1168",79,"AA",1914
"1169",-3,"DL",1137
"1170",7,"DL",1437
"1171",-8,"B6",742
"1172",0,"UA",820
"1173",-3,"DL",802
"1174",-6,"AA",559
"1175",-4,"MQ",1526
"1176",-7,"US",749
"1177",-9,"UA",1921
"1178",-4,"US",756
"1179",3,"DL",1548
"1180",28,"MQ",2043
"1181",-4,"B6",2056
"1182",1,"DL",1131
"1183",-1,"US",1628
"1184",10,"EV",1459
"1185",12,"UA",2041
"1186",NA,"B6",NA
"1187",-11,"DL",1719
"1188",0,"EV",2013
"1189",-4,"EV",626
"1190",-3,"AA",1617
"1191",33,"EV",1529
"1192",-3,"UA",1016
"1193",8,"DL",1441
"1194",-9,"B6",1341
"1195",-8,"UA",1152
"1196",-7,"DL",1908
"1197",0,"DL",1830
"1198",17,"B6",16
"1199",-3,"B6",727
"1200",10,"UA",1509
"1201",16,"9E",1855
"1202",-7,"WN",1628
"1203",82,"B6",1827
"1204",14,"EV",1819
"1205",-5,"DL",1100
"1206",12,"9E",1607
"1207",10,"DL",1115
"1208",-2,"UA",1200
"1209",-2,"WN",1153
"1210",-6,"DL",1049
"1211",-9,"US",1006
"1212",-2,"B6",628
"1213",25,"AA",1230
"1214",-7,"9E",1813
"1215",42,"B6",1841
"1216",0,"DL",1659
"1217",-1,"AA",749
"1218",65,"DL",1005
"1219",-8,"UA",717
"1220",-7,"EV",908
"1221",7,"US",1907
"1222",12,"EV",1212
"1223",18,"B6",1157
"1224",-7,"US",1008
"1225",29,"WN",1929
"1226",-6,"AA",1324
"1227",1,"MQ",1506
"1228",23,"AA",1543
"1229",-5,"UA",555
"1230",0,"MQ",1455
"1231",-1,"B6",1554
"1232",-5,"DL",1515
"1233",-4,"MQ",806
"1234",-5,"DL",1055
"1235",6,"UA",1059
"1236",50,"EV",1759
"1237",-7,"DL",653
"1238",-2,"UA",2125
"1239",-7,"UA",1022
"1240",14,"UA",2111
"1241",79,"EV",1312
"1242",136,"WN",1956
"1243",-2,"UA",1145
"1244",-4,"UA",747
"1245",-4,"WN",941
"1246",-5,"B6",755
"1247",2,"DL",1302
"1248",0,"UA",1456
"1249",72,"UA",1912
"1250",-2,"VX",1053
"1251",19,"EV",1339
"1252",-5,"AA",1210
"1253",-10,"EV",2056
"1254",78,"UA",1643
"1255",-5,"B6",700
"1256",-5,"US",1700
"1257",10,"UA",1800
"1258",-8,"B6",2247
"1259",-10,"AA",1235
"1260",-4,"9E",751
"1261",-2,"UA",1207
"1262",235,"EV",2005
"1263",3,"EV",1710
"1264",-5,"DL",955
"1265",-2,"DL",1743
"1266",206,"UA",1817
"1267",-5,"DL",1055
"1268",82,"EV",2127
"1269",16,"B6",1615
"1270",-2,"MQ",613
"1271",5,"UA",1140
"1272",-5,"WN",2025
"1273",NA,"MQ",NA
"1274",NA,"EV",NA
"1275",-6,"EV",1624
"1276",-5,"DL",1450
"1277",-6,"EV",1019
"1278",6,"B6",1631
"1279",192,"UA",932
"1280",-4,"9E",611
"1281",-5,"UA",810
"1282",-3,"DL",1827
"1283",37,"AA",1607
"1284",95,"AA",1955
"1285",-5,"EV",635
"1286",-4,"B6",1331
"1287",-4,"B6",756
"1288",-3,"AA",626
"1289",-3,"DL",1157
"1290",-6,"B6",754
"1291",-1,"EV",938
"1292",18,"DL",1925
"1293",-4,"DL",1012
"1294",47,"9E",2022
"1295",-4,"AA",2136
"1296",-1,"B6",909
"1297",11,"WN",1216
"1298",11,"B6",706
"1299",4,"UA",955
"1300",-8,"US",1722
"1301",-8,"B6",1152
"1302",2,"VX",717
"1303",-2,"DL",1838
"1304",-1,"DL",1659
"1305",-4,"DL",656
"1306",10,"B6",1910
"1307",7,"US",622
"1308",9,"FL",1738
"1309",0,"EV",2040
"1310",-6,"DL",1624
"1311",30,"FL",1930
"1312",1,"WN",721
"1313",19,"UA",848
"1314",-3,"US",642
"1315",-3,"DL",827
"1316",-8,"MQ",842
"1317",-7,"B6",819
"1318",-11,"EV",2148
"1319",-4,"AA",606
"1320",0,"DL",1725
"1321",1,"AA",1031
"1322",2,"B6",707
"1323",-3,"DL",750
"1324",-6,"B6",539
"1325",-7,"US",1153
"1326",-3,"DL",1232
"1327",-7,"MQ",838
"1328",-3,"DL",1557
"1329",59,"VX",1729
"1330",15,"EV",1355
"1331",-3,"DL",1857
"1332",24,"EV",1408
"1333",15,"DL",714
"1334",5,"UA",1809
"1335",-3,"AA",1947
"1336",11,"B6",2126
"1337",-6,"DL",1352
"1338",37,"B6",1657
"1339",-2,"MQ",1633
"1340",-4,"US",811
"1341",-9,"UA",950
"1342",-5,"FL",900
"1343",71,"EV",853
"1344",1,"EV",601
"1345",0,"DL",1705
"1346",-3,"EV",912
"1347",-8,"9E",1637
"1348",8,"FL",2038
"1349",-3,"9E",1842
"1350",-8,"B6",2237
"1351",-5,"B6",1155
"1352",17,"UA",647
"1353",39,"US",734
"1354",-7,"MQ",803
"1355",19,"VX",2020
"1356",-2,"UA",757
"1357",41,"EV",1747
"1358",8,"UA",838
"1359",61,"B6",1226
"1360",72,"B6",2218
"1361",-6,"AA",829
"1362",-7,"MQ",608
"1363",-2,"UA",628
"1364",-4,"AA",1611
"1365",2,"DL",1547
"1366",1,"B6",1636
"1367",-4,"DL",656
"1368",-6,"US",1654
"1369",-1,"B6",1313
"1370",34,"US",1654
"1371",23,"B6",1958
"1372",-9,"HA",951
"1373",-7,"US",623
"1374",-3,"DL",912
"1375",0,"UA",900
"1376",-4,"EV",841
"1377",9,"US",1639
"1378",-1,"B6",1559
"1379",88,"B6",859
"1380",-2,"B6",558
"1381",101,"UA",941
"1382",-7,"US",1252
"1383",-5,"B6",625
"1384",20,"9E",2100
"1385",4,"UA",1005
"1386",-1,"B6",1456
"1387",29,"UA",1525
"1388",-1,"AA",539
"1389",-7,"B6",722
"1390",9,"DL",1524
"1391",103,"EV",1708
"1392",-10,"EV",1505
"1393",-3,"9E",1547
"1394",-5,"9E",1855
"1395",-4,"MQ",2056
"1396",49,"UA",1437
"1397",18,"EV",1023
"1398",164,"EV",1906
"1399",-2,"AA",1653
"1400",49,"DL",649
"1401",65,"B6",2110
"1402",-6,"DL",609
"1403",-2,"EV",643
"1404",-4,"DL",741
"1405",6,"EV",1735
"1406",1,"DL",1446
"1407",-6,"AA",909
"1408",-1,"EV",1243
"1409",79,"B6",1319
"1410",-7,"US",1853
"1411",-3,"UA",1957
"1412",-9,"B6",936
"1413",11,"UA",851
"1414",52,"UA",1551
"1415",-2,"UA",1758
"1416",0,"AA",750
"1417",45,"UA",1843
"1418",-8,"EV",1351
"1419",7,"9E",1907
"1420",-4,"B6",901
"1421",-3,"DL",957
"1422",41,"DL",1215
"1423",-7,"B6",1548
"1424",131,"OO",1846
"1425",0,"UA",816
"1426",-3,"EV",1325
"1427",-3,"AA",1952
"1428",-7,"B6",1033
"1429",-5,"WN",1900
"1430",0,"DL",1545
"1431",-6,"B6",1423
"1432",-2,"AA",1953
"1433",-2,"DL",1103
"1434",-3,"EV",557
"1435",-2,"EV",1433
"1436",-10,"AA",1349
"1437",-7,"EV",1543
"1438",153,"EV",1338
"1439",0,"DL",1610
"1440",-4,"B6",1706
"1441",21,"MQ",1931
"1442",-7,"AA",633
"1443",-8,"US",817
"1444",-4,"VX",1851
"1445",21,"MQ",1916
"1446",168,"US",2248
"1447",1,"DL",1716
"1448",-9,"UA",1151
"1449",-4,"WN",606
"1450",9,"DL",1524
"1451",-7,"MQ",1108
"1452",-2,"AA",1243
"1453",-1,"DL",1559
"1454",0,"DL",1600
"1455",8,"AA",1733
"1456",-5,"EV",735
"1457",-3,"EV",757
"1458",-15,"B6",930
"1459",43,"EV",1438
"1460",-6,"US",754
"1461",-3,"B6",824
"1462",3,"B6",1706
"1463",-7,"B6",1452
"1464",7,"DL",1822
"1465",-8,"MQ",1412
"1466",-7,"EV",1734
"1467",149,"EV",1958
"1468",-3,"UA",837
"1469",14,"EV",1944
"1470",40,"AA",1700
"1471",-4,"DL",700
"1472",48,"US",1648
"1473",-5,"EV",640
"1474",-3,"US",1017
"1475",-5,"FL",1625
"1476",-2,"UA",1650
"1477",3,"UA",1203
"1478",0,"UA",700
"1479",NA,"EV",NA
"1480",2,"AA",657
"1481",-4,"UA",1855
"1482",364,"B6",104
"1483",24,"AA",1309
"1484",-7,"US",1523
"1485",-4,"DL",1831
"1486",-11,"B6",2348
"1487",43,"DL",713
"1488",1,"DL",1146
"1489",-3,"B6",857
"1490",-5,"US",1155
"1491",-2,"DL",658
"1492",-9,"9E",1201
"1493",-6,"DL",854
"1494",178,"9E",1318
"1495",132,"MQ",1837
"1496",16,"B6",945
"1497",14,"9E",1949
"1498",10,"MQ",1525
"1499",-2,"UA",658
"1500",0,"UA",1659
"1501",77,"WN",1947
"1502",-2,"9E",1448
"1503",-2,"US",843
"1504",-2,"UA",602
"1505",-6,"EV",1239
"1506",-4,"DL",1651
"1507",-5,"B6",730
"1508",-9,"FL",1014
"1509",0,"DL",850
"1510",NA,"B6",NA
"1511",31,"UA",1312
"1512",NA,"US",NA
"1513",-9,"AA",1236
"1514",-10,"US",850
"1515",-7,"UA",653
"1516",39,"US",1539
"1517",-3,"DL",1057
"1518",-6,"DL",659
"1519",-7,"AA",828
"1520",-10,"EV",832
"1521",7,"UA",1307
"1522",73,"DL",1243
"1523",2,"AA",1722
"1524",20,"EV",2116
"1525",-4,"B6",556
"1526",23,"UA",2027
"1527",39,"B6",2130
"1528",-2,"AA",1728
"1529",-14,"B6",1701
"1530",-9,"US",1656
"1531",-2,"DL",1543
"1532",-3,"MQ",722
"1533",-5,"HA",955
"1534",-1,"B6",549
"1535",-5,"EV",1817
"1536",-10,"EV",1246
"1537",31,"MQ",1546
"1538",-2,"DL",913
"1539",-1,"UA",705
"1540",10,"9E",1709
"1541",0,"MQ",615
"1542",11,"EV",1421
"1543",123,"B6",2248
"1544",36,"9E",2121
"1545",-10,"US",1950
"1546",23,"WN",623
"1547",-5,"MQ",1535
"1548",-11,"AA",918
"1549",-3,"US",1256
"1550",26,"WN",1856
"1551",40,"EV",2145
"1552",48,"B6",1648
"1553",-7,"AA",1458
"1554",-2,"DL",858
"1555",-2,"DL",1513
"1556",-3,"DL",847
"1557",-4,"UA",701
"1558",49,"DL",1934
"1559",2,"B6",1202
"1560",0,"UA",710
"1561",-6,"UA",1954
"1562",-5,"9E",754
"1563",3,"EV",1400
"1564",1,"WN",1106
"1565",-4,"AA",726
"1566",-5,"EV",638
"1567",-7,"MQ",913
"1568",36,"EV",921
"1569",10,"EV",850
"1570",-2,"B6",1228
"1571",75,"AA",1500
"1572",-4,"AA",1841
"1573",-6,"UA",754
"1574",-11,"EV",1749
"1575",47,"DL",1446
"1576",-2,"WN",623
"1577",0,"US",1200
"1578",-3,"B6",1727
"1579",-2,"VX",1028
"1580",54,"9E",1914
"1581",11,"DL",1426
"1582",158,"B6",1907
"1583",-3,"B6",2029
"1584",-2,"UA",1723
"1585",-5,"B6",650
"1586",NA,"MQ",NA
"1587",2,"EV",1658
"1588",164,"US",1844
"1589",-7,"MQ",2008
"1590",-6,"EV",1152
"1591",0,"UA",1100
"1592",NA,"EV",NA
"1593",8,"DL",1703
"1594",-1,"EV",804
"1595",321,"9E",2341
"1596",30,"B6",1339
"1597",11,"UA",2030
"1598",-3,"DL",827
"1599",-2,"DL",1918
"1600",-4,"B6",1526
"1601",0,"B6",1810
"1602",31,"EV",2156
"1603",-4,"B6",926
"1604",0,"AA",630
"1605",-10,"B6",810
"1606",20,"AA",1505
"1607",7,"AA",1457
"1608",3,"FL",1742
"1609",4,"EV",1237
"1610",-3,"US",1647
"1611",-3,"EV",1717
"1612",-8,"MQ",1317
"1613",21,"UA",1640
"1614",102,"UA",1346
"1615",-3,"FL",1852
"1616",19,"DL",2019
"1617",6,"US",1906
"1618",-3,"DL",1727
"1619",-5,"DL",1655
"1620",13,"EV",613
"1621",-4,"US",1616
"1622",-1,"VX",714
"1623",-7,"DL",1058
"1624",1,"WN",1606
"1625",73,"B6",1233
"1626",-8,"EV",2121
"1627",145,"MQ",1955
"1628",24,"WN",1614
"1629",24,"B6",1716
"1630",14,"9E",1949
"1631",-5,"AA",1255
"1632",-7,"AA",623
"1633",-6,"UA",824
"1634",-2,"DL",1048
"1635",-5,"EV",1605
"1636",-6,"B6",634
"1637",6,"B6",1136
"1638",-10,"AA",550
"1639",-9,"9E",1851
"1640",1,"WN",726
"1641",115,"UA",1854
"1642",-8,"B6",1422
"1643",-6,"UA",1106
"1644",22,"EV",1932
"1645",15,"EV",1727
"1646",-3,"B6",1032
"1647",-4,"DL",1141
"1648",-3,"DL",1754
"1649",-4,"EV",1956
"1650",14,"9E",1629
"1651",9,"9E",749
"1652",2,"UA",1002
"1653",0,"DL",1245
"1654",-7,"MQ",1823
"1655",-2,"B6",2357
"1656",-7,"B6",1958
"1657",1,"MQ",1556
"1658",0,"UA",910
"1659",-1,"B6",1124
"1660",-7,"EV",623
"1661",-10,"9E",1950
"1662",-6,"VX",1649
"1663",97,"US",2137
"1664",6,"MQ",1401
"1665",0,"DL",1745
"1666",-4,"AA",1341
"1667",10,"UA",1815
"1668",0,"DL",1248
"1669",-11,"AA",948
"1670",-2,"DL",653
"1671",-1,"MQ",809
"1672",44,"US",2044
"1673",6,"B6",1
"1674",2,"DL",1547
"1675",-8,"WN",1752
"1676",44,"EV",1149
"1677",NA,"9E",NA
"1678",37,"EV",1106
"1679",-2,"DL",753
"1680",-7,"9E",1938
"1681",16,"WN",1341
"1682",53,"WN",1828
"1683",94,"MQ",1729
"1684",0,"DL",915
"1685",30,"MQ",1700
"1686",-1,"FL",559
"1687",36,"B6",856
"1688",6,"9E",1816
"1689",144,"UA",1653
"1690",NA,"US",NA
"1691",-2,"MQ",743
"1692",20,"B6",1305
"1693",45,"B6",1335
"1694",9,"DL",1419
"1695",-6,"FL",1714
"1696",-3,"9E",1456
"1697",28,"AA",1953
"1698",18,"DL",1603
"1699",-2,"DL",1357
"1700",2,"UA",1701
"1701",34,"EV",2233
"1702",NA,"EV",NA
"1703",24,"B6",2130
"1704",-4,"AS",721
"1705",79,"B6",1449
"1706",3,"EV",2028
"1707",-8,"EV",2052
"1708",-3,"AA",912
"1709",1,"B6",1630
"1710",-8,"DL",552
"1711",-2,"UA",628
"1712",-6,"MQ",1823
"1713",24,"UA",1523
"1714",11,"AA",831
"1715",-6,"VX",724
"1716",12,"DL",1922
"1717",0,"WN",615
"1718",-6,"EV",759
"1719",43,"UA",927
"1720",-2,"B6",1313
"1721",21,"MQ",816
"1722",-6,"MQ",823
"1723",-5,"UA",1455
"1724",28,"MQ",1038
"1725",31,"EV",901
"1726",-6,"UA",1624
"1727",-3,"EV",1931
"1728",-5,"DL",1732
"1729",35,"B6",1421
"1730",121,"UA",1701
"1731",17,"9E",1627
"1732",-4,"MQ",811
"1733",-4,"B6",2032
"1734",-3,"EV",1356
"1735",-7,"US",853
"1736",-3,"DL",557
"1737",-1,"AA",2139
"1738",14,"UA",1408
"1739",55,"B6",1808
"1740",-10,"US",1009
"1741",-3,"DL",1542
"1742",14,"B6",1949
"1743",-3,"DL",757
"1744",NA,"US",NA
"1745",25,"EV",1955
"1746",-5,"DL",1855
"1747",9,"9E",1419
"1748",0,"MQ",1455
"1749",61,"EV",921
"1750",-8,"MQ",1932
"1751",0,"AA",900
"1752",-3,"EV",627
"1753",-7,"EV",1558
"1754",-6,"AA",1024
"1755",2,"B6",2222
"1756",-3,"US",657
"1757",31,"UA",2144
"1758",1,"9E",1558
"1759",38,"EV",1213
"1760",-8,"B6",1447
"1761",-1,"MQ",1514
"1762",0,"B6",1600
"1763",4,"UA",1731
"1764",19,"UA",728
"1765",8,"DL",1718
"1766",9,"MQ",1019
"1767",-2,"B6",1733
"1768",-5,"DL",855
"1769",6,"B6",1544
"1770",45,"UA",2114
"1771",-2,"B6",1359
"1772",-5,"UA",2122
"1773",-2,"AA",1618
"1774",-3,"WN",1157
"1775",17,"DL",1632
"1776",32,"DL",1607
"1777",65,"EV",1321
"1778",96,"DL",1631
"1779",-6,"WN",1649
"1780",-4,"MQ",1451
"1781",-3,"DL",812
"1782",-5,"9E",810
"1783",-4,"UA",836
"1784",17,"9E",1856
"1785",107,"UA",2216
"1786",-3,"9E",737
"1787",1,"B6",746
"1788",26,"B6",1525
"1789",0,"UA",1456
"1790",79,"B6",1429
"1791",1,"DL",1401
"1792",-2,"AA",918
"1793",30,"9E",2000
"1794",-2,"MQ",1443
"1795",-8,"B6",632
"1796",-5,"DL",1540
"1797",-1,"9E",1829
"1798",-4,"B6",1526
"1799",4,"DL",1025
"1800",-5,"EV",935
"1801",2,"DL",1802
"1802",-2,"AA",1453
"1803",-4,"UA",1446
"1804",-8,"AA",602
"1805",19,"B6",909
"1806",1,"MQ",601
"1807",19,"9E",1009
"1808",9,"AA",1909
"1809",-1,"VX",729
"1810",-6,"UA",816
"1811",-4,"UA",1253
"1812",21,"FL",2051
"1813",5,"FL",1320
"1814",-3,"AA",752
"1815",-4,"AA",1451
"1816",-5,"EV",1555
"1817",-4,"MQ",1331
"1818",-5,"FL",1854
"1819",-2,"AA",1658
"1820",17,"UA",748
"1821",70,"B6",1340
"1822",110,"EV",1849
"1823",-9,"AA",1021
"1824",-4,"B6",1116
"1825",-6,"UA",816
"1826",-5,"UA",707
"1827",-9,"B6",951
"1828",51,"UA",655
"1829",-1,"DL",1434
"1830",0,"B6",1629
"1831",34,"9E",1934
"1832",0,"UA",1829
"1833",-3,"DL",1057
"1834",18,"AA",1743
"1835",-8,"MQ",927
"1836",-2,"UA",1258
"1837",0,"UA",1619
"1838",-10,"B6",1550
"1839",3,"UA",603
"1840",33,"US",1653
"1841",65,"UA",1805
"1842",-4,"UA",1449
"1843",29,"DL",2129
"1844",3,"UA",1502
"1845",-2,"AA",818
"1846",8,"B6",619
"1847",43,"B6",1138
"1848",2,"WN",802
"1849",-4,"EV",2155
"1850",-2,"UA",558
"1851",-9,"AA",841
"1852",82,"B6",2312
"1853",-4,"UA",736
"1854",-3,"B6",1852
"1855",-5,"B6",2055
"1856",-5,"AA",1425
"1857",-2,"UA",746
"1858",-6,"DL",1024
"1859",1,"DL",946
"1860",2,"UA",902
"1861",-10,"UA",710
"1862",-3,"UA",558
"1863",-6,"9E",1554
"1864",74,"US",1113
"1865",3,"EV",2202
"1866",-8,"B6",1242
"1867",-20,"B6",925
"1868",43,"UA",1643
"1869",4,"EV",859
"1870",50,"EV",1953
"1871",39,"B6",2100
"1872",687,"DL",657
"1873",-8,"EV",825
"1874",-7,"AA",603
"1875",-1,"B6",1915
"1876",-5,"B6",625
"1877",3,"UA",646
"1878",119,"AA",2134
"1879",-7,"DL",723
"1880",4,"B6",840
"1881",26,"B6",1115
"1882",74,"EV",2049
"1883",-1,"AA",824
"1884",22,"VX",1717
"1885",-4,"US",1856
"1886",-2,"B6",1553
"1887",-2,"UA",558
"1888",1,"AA",1601
"1889",-11,"B6",739
"1890",9,"EV",1430
"1891",3,"UA",1833
"1892",-2,"UA",958
"1893",NA,"YV",NA
"1894",-8,"EV",552
"1895",12,"MQ",1732
"1896",0,"UA",1729
"1897",-11,"US",1449
"1898",NA,"9E",NA
"1899",NA,"9E",NA
"1900",-2,"EV",1903
"1901",20,"UA",1355
"1902",25,"DL",1139
"1903",-5,"DL",1410
"1904",10,"EV",1110
"1905",2,"9E",832
"1906",-5,"UA",705
"1907",-6,"UA",844
"1908",-5,"EV",1645
"1909",-5,"US",1455
"1910",1,"UA",2126
"1911",5,"B6",1135
"1912",-3,"EV",627
"1913",-3,"DL",1552
"1914",-6,"9E",1809
"1915",17,"DL",1600
"1916",-2,"DL",1923
"1917",-8,"B6",1152
"1918",0,"B6",1359
"1919",2,"DL",602
"1920",13,"EV",2112
"1921",-7,"AA",1108
"1922",-2,"EV",559
"1923",8,"B6",938
"1924",18,"EV",1812
"1925",-12,"MQ",1123
"1926",0,"DL",810
"1927",-4,"MQ",1056
"1928",5,"UA",1700
"1929",-2,"EV",658
"1930",31,"UA",2110
"1931",-1,"UA",1455
"1932",8,"AA",1513
"1933",7,"B6",652
"1934",-3,"DL",907
"1935",-6,"DL",639
"1936",20,"UA",2132
"1937",-1,"US",2059
"1938",-7,"DL",908
"1939",NA,"9E",NA
"1940",-9,"US",636
"1941",11,"DL",1426
"1942",-5,"EV",715
"1943",-4,"UA",1856
"1944",-3,"WN",1202
"1945",26,"UA",2136
"1946",13,"B6",1358
"1947",64,"UA",2104
"1948",-3,"WN",1742
"1949",-6,"EV",1305
"1950",-2,"DL",654
"1951",-6,"UA",556
"1952",-3,"UA",1332
"1953",-6,"US",1754
"1954",-10,"B6",855
"1955",-1,"UA",1448
"1956",8,"9E",1628
"1957",-8,"UA",652
"1958",-6,"AA",1644
"1959",62,"US",2202
"1960",0,"DL",1630
"1961",-5,"US",810
"1962",-1,"B6",1605
"1963",-11,"9E",1439
"1964",-1,"DL",1329
"1965",63,"DL",1703
"1966",6,"UA",651
"1967",-3,"HA",857
"1968",-5,"EV",555
"1969",5,"EV",2030
"1970",-5,"UA",735
"1971",-2,"B6",1359
"1972",22,"9E",952
"1973",-6,"DL",1754
"1974",0,"UA",545
"1975",-11,"MQ",648
"1976",-3,"MQ",702
"1977",63,"EV",1121
"1978",-7,"B6",2018
"1979",4,"UA",1819
"1980",21,"MQ",1606
"1981",-5,"DL",1130
"1982",-5,"B6",630
"1983",-2,"UA",1708
"1984",-2,"MQ",828
"1985",-5,"AA",1155
"1986",-6,"DL",849
"1987",-1,"UA",1246
"1988",-5,"UA",1224
"1989",31,"US",2031
"1990",-8,"AA",717
"1991",-8,"EV",657
"1992",0,"DL",1925
"1993",-2,"DL",748
"1994",0,"B6",630
"1995",13,"UA",613
"1996",-4,"EV",701
"1997",-4,"9E",1106
"1998",-9,"MQ",1711
"1999",-3,"DL",1456
"2000",-6,"US",1849
"2001",-1,"EV",943
"2002",-2,"9E",753
"2003",-5,"US",555
"2004",19,"DL",1119
"2005",-5,"B6",907
"2006",7,"EV",1953
"2007",-9,"EV",1942
"2008",28,"DL",1158
"2009",-2,"UA",726
"2010",11,"B6",1943
"2011",-4,"MQ",751
"2012",-7,"DL",1853
"2013",0,"US",2100
"2014",21,"WN",2116
"2015",-2,"EV",803
"2016",24,"UA",2223
"2017",-3,"AA",1027
"2018",-4,"EV",1115
"2019",-6,"EV",559
"2020",-7,"B6",1438
"2021",110,"AA",1430
"2022",87,"EV",2126
"2023",-3,"UA",703
"2024",100,"VX",1210
"2025",-1,"AA",924
"2026",26,"B6",2048
"2027",-1,"UA",638
"2028",NA,"EV",NA
"2029",-5,"VX",1650
"2030",-3,"UA",702
"2031",-2,"DL",1958
"2032",-5,"US",555
"2033",20,"UA",1615
"2034",0,"AA",1620
"2035",9,"EV",1439
"2036",-6,"AA",654
"2037",92,"MQ",1142
"2038",-1,"MQ",854
"2039",76,"DL",2016
"2040",18,"B6",1515
"2041",-4,"DL",856
"2042",-4,"B6",556
"2043",-11,"VX",904
"2044",-8,"B6",1152
"2045",-5,"MQ",1720
"2046",-10,"EV",1554
"2047",27,"MQ",1526
"2048",-2,"EV",1303
"2049",-4,"UA",1155
"2050",86,"DL",1606
"2051",190,"EV",1935
"2052",-4,"DL",651
"2053",4,"US",1349
"2054",-4,"EV",1731
"2055",23,"EV",2130
"2056",-3,"DL",2057
"2057",-7,"AA",1018
"2058",NA,"AA",NA
"2059",-10,"MQ",620
"2060",NA,"MQ",NA
"2061",-9,"AA",1941
"2062",0,"EV",608
"2063",-2,"DL",958
"2064",61,"MQ",1106
"2065",-3,"DL",1852
"2066",-2,"AA",627
"2067",4,"UA",827
"2068",NA,"MQ",NA
"2069",2,"UA",2019
"2070",-8,"UA",1424
"2071",-4,"B6",601
"2072",-3,"UA",652
"2073",10,"DL",1925
"2074",94,"B6",19
"2075",-8,"UA",1803
"2076",-3,"UA",656
"2077",0,"MQ",1420
"2078",-11,"MQ",1954
"2079",-2,"B6",2022
"2080",-5,"MQ",1550
"2081",2,"EV",602
"2082",42,"US",1747
"2083",0,"DL",1259
"2084",-5,"9E",840
"2085",7,"AA",1947
"2086",-2,"UA",1235
"2087",-4,"AA",2021
"2088",-6,"EV",1119
"2089",37,"WN",1227
"2090",3,"US",1708
"2091",9,"9E",2054
"2092",-6,"AA",844
"2093",-10,"9E",1305
"2094",-6,"9E",811
"2095",-5,"UA",1725
"2096",161,"AA",1956
"2097",7,"UA",2027
"2098",5,"B6",1704
"2099",-1,"UA",558
"2100",0,"FL",600
"2101",51,"EV",2006
"2102",3,"EV",918
"2103",-7,"DL",1538
"2104",NA,"UA",NA
"2105",32,"UA",1525
"2106",-9,"UA",1830
"2107",-3,"UA",1157
"2108",-4,"UA",2011
"2109",-10,"UA",1702
"2110",-6,"AA",1609
"2111",-9,"9E",1811
"2112",-5,"VX",1625
"2113",27,"F9",1354
"2114",10,"AA",1735
"2115",-4,"DL",1511
"2116",21,"B6",1851
"2117",-6,"MQ",809
"2118",92,"EV",1629
"2119",3,"EV",901
"2120",0,"UA",2000
"2121",20,"EV",1255
"2122",-10,"EV",1300
"2123",0,"B6",840
"2124",0,"DL",2000
"2125",-6,"B6",1124
"2126",-3,"DL",1857
"2127",-5,"B6",1035
"2128",113,"9E",2103
"2129",-8,"AA",1107
"2130",-8,"B6",1201
"2131",-3,"DL",1857
"2132",13,"AA",1933
"2133",109,"EV",2139
"2134",-8,"MQ",607
"2135",114,"9E",1804
"2136",-4,"B6",1911
"2137",-9,"MQ",1551
"2138",-3,"AA",907
"2139",56,"EV",855
"2140",-7,"UA",652
"2141",17,"UA",2027
"2142",-5,"UA",1707
"2143",-13,"EV",2046
"2144",1,"UA",1702
"2145",NA,"DL",NA
"2146",-3,"DL",1822
"2147",9,"B6",1449
"2148",19,"UA",1148
"2149",-3,"MQ",1447
"2150",-3,"B6",822
"2151",12,"AA",812
"2152",8,"EV",1458
"2153",-5,"DL",1850
"2154",-1,"9E",1649
"2155",-3,"EV",2031
"2156",6,"AA",1711
"2157",-8,"US",1852
"2158",10,"9E",1600
"2159",-2,"EV",1611
"2160",2,"UA",602
"2161",-4,"DL",755
"2162",30,"9E",2000
"2163",-4,"9E",1911
"2164",-5,"DL",810
"2165",-5,"WN",700
"2166",4,"UA",2032
"2167",-5,"DL",1840
"2168",34,"B6",2014
"2169",-3,"B6",557
"2170",NA,"UA",NA
"2171",1,"UA",1530
"2172",-4,"DL",1456
"2173",-3,"MQ",847
"2174",-6,"9E",1224
"2175",9,"DL",1809
"2176",-4,"B6",1911
"2177",-6,"UA",1052
"2178",0,"DL",810
"2179",4,"DL",1824
"2180",-1,"B6",1848
